# position.dat
#
# Position data for simulation of WSN nodes
# Automatically generated with Python
# Version: 0.10, 2012-may-02
# Author: Marcus Lundén, SICS
# email: marcus.lunden@gmail.com
#
# Model used: Random Waypoint model
# Number of nodes: 15
# Time [s]: 600.0 seconds
# Min speed [m/s]: 1.0
# Max speed [m/s]: 4.0
# Min pause time [s]: 2.0
# Max pause time [s]: 10.0
# Currently disregarding the first 10.0 seconds
# Resolution [s]: 0.2
# Maximum X-size [m]: 300.0
# Maximum Y-size [m]: 300.0
# Note that nodes index here start at zero due to Cooja input format.
#    However, the nodes are indexed >=1 in stats file.
#
#==========================================
0 0.0 171.440117632 224.481532686
1 0.0 262.097539128 272.495625508
2 0.0 192.062352201 145.614606465
3 0.0 106.049375427 257.342889728
4 0.0 216.221534622 212.167752822
5 0.0 77.9245380483 11.6176277429
6 0.0 53.6640189921 44.555149519
7 0.0 55.2922486154 182.801465252
8 0.0 40.0027933993 187.33649435
9 0.0 274.475578087 277.564937393
10 0.0 182.840473605 233.33053076
11 0.0 216.256357099 178.399064469
12 0.0 33.8752401147 208.066133785
13 0.0 105.250598969 256.194489055
14 0.0 167.529614152 253.026566832
0 0.2 171.142188984 224.890921392
1 0.2 261.97000162 271.893187185
2 0.2 191.844507506 146.11300436
3 0.2 106.337443692 257.243942626
4 0.2 215.854339744 211.681798809
5 0.2 77.3181093869 11.5410367113
6 0.2 53.4740508127 45.062700471
7 0.2 55.4096011657 183.011536125
8 0.2 40.2178349683 187.291370972
9 0.2 274.033841488 277.413459608
10 0.2 183.169455561 233.967482711
11 0.2 216.050192909 178.556496114
12 0.2 34.4948032119 208.117796672
13 0.2 105.756274688 256.722008036
14 0.2 167.773024408 252.607907184
0 0.4 170.844260336 225.300310097
1 0.4 261.842464112 271.290748863
2 0.4 191.62666281 146.611402255
3 0.4 106.625511957 257.144995524
4 0.4 215.487144866 211.195844796
5 0.4 76.7116807255 11.4644456797
6 0.4 53.2840826333 45.570251423
7 0.4 55.5269537159 183.221606998
8 0.4 40.4328765372 187.246247594
9 0.4 273.592104888 277.261981822
10 0.4 183.498437518 234.604434661
11 0.4 215.844028719 178.713927758
12 0.4 35.1143663091 208.169459559
13 0.4 106.261950408 257.249527017
14 0.4 168.016434664 252.189247536
0 0.6 170.546331688 225.709698802
1 0.6 261.714926603 270.68831054
2 0.6 191.408818115 147.10980015
3 0.6 106.913580222 257.046048422
4 0.6 215.119949989 210.709890783
5 0.6 76.1052520641 11.3878546481
6 0.6 53.094114454 46.077802375
7 0.6 55.6443062661 183.431677871
8 0.6 40.6479181062 187.201124216
9 0.6 273.150368288 277.110504037
10 0.6 183.827419474 235.241386611
11 0.6 215.63786453 178.871359403
12 0.6 35.7339294062 208.221122445
13 0.6 106.767626127 257.777045998
14 0.6 168.25984492 251.770587888
0 0.8 170.24840304 226.119087507
1 0.8 261.587389095 270.085872217
2 0.8 191.19097342 147.608198045
3 0.8 107.201648487 256.94710132
4 0.8 214.752755111 210.223936771
5 0.8 75.4988234026 11.3112636165
6 0.8 52.9041462746 46.5853533269
7 0.8 55.7616588164 183.641748744
8 0.8 40.8629596752 187.156000838
9 0.8 272.708631689 276.959026252
10 0.8 184.156401431 235.878338562
11 0.8 215.43170034 179.028791048
12 0.8 36.3534925034 208.272785332
13 0.8 107.273301846 258.304564979
14 0.8 168.503255177 251.35192824
0 1.0 169.950474392 226.528476213
1 1.0 261.459851587 269.483433895
2 1.0 190.973128724 148.10659594
3 1.0 107.489716752 256.848154219
4 1.0 214.385560234 209.737982758
5 1.0 74.8923947412 11.2346725849
6 1.0 52.7141780953 47.0929042789
7 1.0 55.8790113666 183.851819617
8 1.0 41.0780012442 187.11087746
9 1.0 272.266895089 276.807548466
10 1.0 184.485383388 236.515290512
11 1.0 215.22553615 179.186222693
12 1.0 36.9730556006 208.324448218
13 1.0 107.778977566 258.83208396
14 1.0 168.746665433 250.933268592
0 1.2 169.652545744 226.937864918
1 1.2 261.332314078 268.880995572
2 1.2 190.755284029 148.604993835
3 1.2 107.777785017 256.749207117
4 1.2 214.018365356 209.252028745
5 1.2 74.2859660798 11.1580815533
6 1.2 52.5242099159 47.6004552309
7 1.2 55.9963639169 184.06189049
8 1.2 41.2930428132 187.065754082
9 1.2 271.82515849 276.656070681
10 1.2 184.814365344 237.152242463
11 1.2 215.019371961 179.343654337
12 1.2 37.5926186977 208.376111105
13 1.2 108.284653285 259.359602941
14 1.2 168.990075689 250.514608944
0 1.4 169.354617096 227.347253623
1 1.4 261.20477657 268.278557249
2 1.4 190.537439334 149.10339173
3 1.4 108.065853282 256.650260015
4 1.4 213.651170479 208.766074732
5 1.4 73.6795374184 11.0814905217
6 1.4 52.3342417365 48.1080061828
7 1.4 56.1137164671 184.271961363
8 1.4 41.5080843822 187.020630704
9 1.4 271.38342189 276.504592895
10 1.4 185.143347301 237.789194413
11 1.4 214.813207771 179.501085982
12 1.4 38.2121817949 208.427773992
13 1.4 108.790329005 259.887121922
14 1.4 169.233485945 250.095949296
0 1.6 169.056688448 227.756642328
1 1.6 261.077239062 267.676118927
2 1.6 190.319594639 149.601789625
3 1.6 108.353921547 256.551312913
4 1.6 213.283975601 208.28012072
5 1.6 73.073108757 11.0048994901
6 1.6 52.1442735572 48.6155571348
7 1.6 56.2310690173 184.482032236
8 1.6 41.7231259511 186.975507326
9 1.6 270.94168529 276.35311511
10 1.6 185.472329257 238.426146363
11 1.6 214.607043581 179.658517627
12 1.6 38.8317448921 208.479436878
13 1.6 109.296004724 260.414640903
14 1.6 169.476896201 249.677289648
0 1.8 168.758759801 228.166031033
1 1.8 260.949701553 267.073680604
2 1.8 190.101749943 150.10018752
3 1.8 108.641989812 256.452365811
4 1.8 212.916780723 207.794166707
5 1.8 72.4666800956 10.9283084585
6 1.8 51.9543053778 49.1231080868
7 1.8 56.3484215676 184.692103109
8 1.8 41.9381675201 186.930383948
9 1.8 270.499948691 276.201637325
10 1.8 185.801311214 239.063098314
11 1.8 214.400879392 179.815949272
12 1.8 39.4513079893 208.531099765
13 1.8 109.801680443 260.942159884
14 1.8 169.720306457 249.25863
0 2.0 168.460831153 228.575419739
1 2.0 260.822164045 266.471242282
2 2.0 189.883905248 150.598585415
3 2.0 108.930058077 256.353418709
4 2.0 212.549585846 207.308212694
5 2.0 71.8602514342 10.8517174269
6 2.0 51.7643371984 49.6306590388
7 2.0 56.4657741178 184.902173982
8 2.0 42.1532090891 186.88526057
9 2.0 270.058212091 276.050159539
10 2.0 186.13029317 239.700050264
11 2.0 214.194715202 179.973380916
12 2.0 40.0708710864 208.582762652
13 2.0 110.307356163 261.469678865
14 2.0 169.963716714 248.839970351
0 2.2 168.162902505 228.984808444
1 2.2 260.694626536 265.868803959
2 2.2 189.666060553 151.09698331
3 2.2 109.218126342 256.254471607
4 2.2 212.182390968 206.822258681
