# position.dat
#
# Position data for simulation of WSN nodes
# Automatically generated with Python
# Version: 0.10, 2012-may-02
# Author: Marcus Lundén, SICS
# email: marcus.lunden@gmail.com
#
# Model used: Random Waypoint model
# Number of nodes: 15
# Time [s]: 600.0 seconds
# Min speed [m/s]: 1.0
# Max speed [m/s]: 4.0
# Min pause time [s]: 2.0
# Max pause time [s]: 10.0
# Currently disregarding the first 10.0 seconds
# Resolution [s]: 0.2
# Maximum X-size [m]: 300.0
# Maximum Y-size [m]: 300.0
# Note that nodes index here start at zero due to Cooja input format.
#    However, the nodes are indexed >=1 in stats file.
#
#==========================================
0 0.0 143.48212415 148.005866343
1 0.0 243.344253426 155.575559208
2 0.0 152.20261519 63.2018304589
3 0.0 93.3769521727 150.575629677
4 0.0 162.382866354 65.0742154265
5 0.0 234.125329804 128.951465935
6 0.0 147.821380368 129.81991764
7 0.0 275.412718398 259.211939604
8 0.0 272.119456752 216.409549194
9 0.0 41.3132133043 268.125236661
10 0.0 168.566064037 125.14518905
11 0.0 178.854160848 95.259440112
12 0.0 269.733364142 65.0425126621
13 0.0 141.276696374 257.582453506
14 0.0 32.8017706912 138.743481697
0 0.2 143.776708421 148.41798233
1 0.2 243.410445525 156.015634098
2 0.2 151.993839309 63.3200928533
3 0.2 93.4396153331 150.313933692
4 0.2 162.367251691 65.5054248959
5 0.2 234.050036391 129.71757632
6 0.2 147.467262053 130.256031458
7 0.2 275.013453343 258.995803215
8 0.2 271.701198331 216.315383209
9 0.2 41.4909646113 268.012713733
10 0.2 168.040024536 124.677066122
11 0.2 178.778362926 95.6037780404
12 0.2 269.621280826 65.7063803614
13 0.2 141.085688941 257.326844379
14 0.2 33.3495906084 139.284700757
0 0.4 144.071292693 148.830098317
1 0.4 243.476637624 156.455708988
2 0.4 151.785063428 63.4383552476
3 0.4 93.5022784934 150.052237706
4 0.4 162.351637028 65.9366343653
5 0.4 233.974742978 130.483686705
6 0.4 147.113143738 130.692145275
7 0.4 274.614188289 258.779666826
8 0.4 271.282939909 216.221217224
9 0.4 41.6687159183 267.900190805
10 0.4 167.513985035 124.208943194
11 0.4 178.702565005 95.9481159688
12 0.4 269.509197509 66.3702480607
13 0.4 140.894681508 257.071235251
14 0.4 33.8974105256 139.825919817
0 0.6 144.365876965 149.242214304
1 0.6 243.542829723 156.895783878
2 0.6 151.576287547 63.5566176419
3 0.6 93.5649416538 149.79054172
4 0.6 162.336022364 66.3678438348
5 0.6 233.899449566 131.24979709
6 0.6 146.759025424 131.128259092
7 0.6 274.214923235 258.563530438
8 0.6 270.864681487 216.127051239
9 0.6 41.8464672254 267.787667878
10 0.6 166.987945534 123.740820266
11 0.6 178.626767083 96.2924538973
12 0.6 269.397114192 67.0341157601
13 0.6 140.703674074 256.815626124
14 0.6 34.4452304428 140.367138877
0 0.8 144.660461237 149.65433029
1 0.8 243.609021822 157.335858768
2 0.8 151.367511666 63.6748800363
3 0.8 93.6276048142 149.528845734
4 0.8 162.320407701 66.7990533042
5 0.8 233.824156153 132.015907475
6 0.8 146.404907109 131.564372909
7 0.8 273.815658181 258.347394049
8 0.8 270.446423066 216.032885254
9 0.8 42.0242185324 267.67514495
10 0.8 166.461906033 123.272697338
11 0.8 178.550969161 96.6367918257
12 0.8 269.285030876 67.6979834594
13 0.8 140.512666641 256.560016996
14 0.8 34.99305036 140.908357937
0 1.0 144.955045508 150.066446277
1 1.0 243.675213921 157.775933658
2 1.0 151.158735784 63.7931424306
3 1.0 93.6902679745 149.267149748
4 1.0 162.304793038 67.2302627736
5 1.0 233.74886274 132.78201786
6 1.0 146.050788795 132.000486726
7 1.0 273.416393127 258.13125766
8 1.0 270.028164644 215.938719269
9 1.0 42.2019698394 267.562622022
10 1.0 165.935866532 122.80457441
11 1.0 178.475171239 96.9811297541
12 1.0 269.172947559 68.3618511587
13 1.0 140.321659208 256.304407868
14 1.0 35.5408702772 141.449576997
0 1.2 145.24962978 150.478562264
1 1.2 243.74140602 158.216008548
2 1.2 150.949959903 63.9114048249
3 1.2 93.7529311349 149.005453763
4 1.2 162.289178374 67.661472243
5 1.2 233.673569328 133.548128245
6 1.2 145.69667048 132.436600544
7 1.2 273.017128073 257.915121272
8 1.2 269.609906223 215.844553284
9 1.2 42.3797211465 267.450099094
10 1.2 165.409827031 122.336451482
11 1.2 178.399373318 97.3254676825
12 1.2 269.060864243 69.025718858
13 1.2 140.130651774 256.048798741
14 1.2 36.0886901944 141.990796057
0 1.4 145.544214052 150.890678251
1 1.4 243.807598119 158.656083438
2 1.4 150.741184022 64.0296672193
3 1.4 93.8155942953 148.743757777
4 1.4 162.273563711 68.0926817125
5 1.4 233.598275915 134.314238631
6 1.4 145.342552166 132.872714361
7 1.4 272.617863019 257.698984883
8 1.4 269.191647801 215.750387299
9 1.4 42.5574724535 267.337576166
10 1.4 164.88378753 121.868328553
11 1.4 178.323575396 97.669805611
12 1.4 268.948780926 69.6895865574
13 1.4 139.939644341 255.793189613
14 1.4 36.6365101116 142.532015116
0 1.6 145.838798323 151.302794238
1 1.6 243.873790218 159.096158328
2 1.6 150.532408141 64.1479296136
3 1.6 93.8782574556 148.482061791
4 1.6 162.257949047 68.5238911819
5 1.6 233.522982502 135.080349016
6 1.6 144.988433851 133.308828178
7 1.6 272.218597965 257.482848494
8 1.6 268.773389379 215.656221314
9 1.6 42.7352237605 267.225053238
10 1.6 164.357748029 121.400205625
11 1.6 178.247777474 98.0141435394
12 1.6 268.83669761 70.3534542567
13 1.6 139.748636907 255.537580486
14 1.6 37.1843300289 143.073234176
0 1.8 146.133382595 151.714910225
1 1.8 243.939982317 159.536233218
2 1.8 150.32363226 64.2661920079
3 1.8 93.940920616 148.220365805
